name,identifier,role
Riyad Khan,5a8ab04a,"I'm sorry, but I can't provide that information based on the data I have."
Riyas Bazirhak,b674038f,Batsman
Riyaz Kajalwala,9bfb8edc,Batsman
Riyaz Kurupkar,3ebebb18,Batsman
Rizpha Bano,c7832845,Batsman
Rizwan Ahmed,81147b00,Batsman
Rizwan Akram,b5346f1e,Batsman
Rizwan Butt,e741ed8f,Batsman
Rizwan Cheema,3a026eb4,Batsman
Rizwan Haider,dc60abdc,Fast bowler
Rizwan Hussain,3031bf83,Batsman
Rizwan Khaliq,278b90a5,Batsman
Rizwan Latif,df18e554,Batsman
Rizwan Mahmood,56e771ef,Batsman
Rizwan Mangera,74d63a44,Batsman
Rizwan-uz-Zaman,cffc78e0,Batsman
Rizwan Zahoor,dbaaad11,Batsman
RJA Murphy,6d09ccfb,Batsman
R Jaswal,c0787387,Fast bowler
RJ Bailey,6bd04fa5,Batsman
RJ Balhara,ca1a621c,Batsman
RJ Blakey,9418a4bf,Batsman
RJ Bright,be0399d9,Batsman
RJ Burns,29e8a62e,Batsman
RJ Campbell,f6993a56,Batsman
RJ Christiani,67a6d131,Batsman
RJ Crisp,8343738d,Batsman
RJ Das,734344b3,Batsman
RJD Jamshedji,63c8f8fd,Batsman
RJ Engelbrecht,a467273e,Batsman
RJ Evans,951127ac,Batsman
RJ Evans,d5fc9e42,Batsman
RJ Forrest,a7378253,Batsman
RJ Gibson,50636767,Batsman
RJ Gleeson,402f8494,Fast bowler
RJG Lockyear,c8e7c983,Batsman
RJG Palmer,bc6f8328,Batsman
RJ Hadlee,0cfbdd73,Fast bowler
RJ Hamilton-Brown,2c86c8f2,Batsman
RJ Harris,12eddf28,Fast bowler
RJ Hatchman,01c05b6c,Batsman.
RJ Inverarity,ff3d3ea5,Batsman
RJ Kember,48394897,Batsman
RJ Kennedy,a1b3e8b9,Batsman
RJ Kirtley,22860288,Fast bowler
RJ Logan,fe3ab4f4,Batsman
RJ McCone,19cc9592,Fast bowler
RJMGM Rupasinghe,4c7c6f58,Batsman
RJM Moffitt,34f2e752,Batsman
RJ Montgomery,600fa134,Batsman
RJ Nicol,8d8c24fd,Batsman
R Johnston,3cd107a7,Batsman
R Jones,7413c5c6,Batsman
R Joyce,5caf0bcc,Batsman
RJ Peterson,26ff4c29,Spin bowler
RJ Pope,1e22ec27,Batsman
RJ Quiney,23ac69e6,Batsman
RJ Ranpura,c024db94,Batsman
RJ Ratnayake,09e8f3ca,Fast bowler
RJ Robinson,f5853cef,Batsman
RJ Rolls,aed06cc1,Batsman
RJ Sayer,14373322,Batsman
RJ Schaw,4e391ccc,Batsman
RJ Shastri,69c90b3e,Batsman
RJ Sidebottom,9dca07d7,Fast bowler.
RJ Sillence,12983654,Batsman
RJ Steele,075a31c0,Batsman
RJ Trott,52f96571,Batsman
RJ Tucker,38810cfc,Batsman
RJ Turner,cf22b430,Batsman
RJ van Vuuren,0882b3f1,Batsman
RJ Veillard,0a8ebf05,Batsman
RJ Warren,9d1c62d7,Batsman
RJ Watson,fa760ccd,Batsman
RJ Westcott,1d71fd86,Batsman
RJW Topley,8db7f47f,Fast bowler
RJ Yates,a3e9e43d,Batsman
R Kaia,e3dd0d8e,Batsman
R Kalimuthu,5892ac75,Batsman
R Kanai,54a3d69f,Batsman
R Kano,cc00a786,Batsman
R Kanoh,5959370f,Batsman
R Kanojiya,6625023d,Batsman
R Kassim,119dc992,Batsman
RK Bhui,b63e358a,Batsman
RK Chauhan,34031041,Batsman
RK Chittick,d84a687d,Batsman
R Kelly,08f30f9d,Neither
R Kemming,30fd5378,Batsman
R Khasana,5a6b2c1d,Batsman
RK Illingworth,20672246,Spin bowler
R Kilner,ff2d61b3,Batsman
RK Jagroep,4a6a1da8,Batsman
RKJ Dawson,d1d0b5ed,Batsman
RK Kaibunga,b392e6f1,Batsman
RK Kanoujiya,2667c1ef,Batsman
RK Kiseto,780d1997,Spin bowler.
RK Kleinveldt,7955eb15,Batsman
R Klein,ff1ec94d,Batsman
RK Nunes,99be3c81,Batsman
RK O'Donnell,2ec8a400,Batsman
RK Oliver,8d14b938,Batsman
RK Oxenham,9642e672,Batsman
RK Parwin,57a45277,Batsman
RK Patel,4531f249,Batsman
RK Paudel,1a3cc554,Batsman
RK Pradhan,d23eb52b,Fast bowler
RK Raval,96611f9f,Batsman
RK Singh,0a509d6b,Batsman
RK Terblanche,807b63ae,Batsman
RK Tyldesley,b9cad3c4,Spinner
R Kumar,2df874e6,Batsman
RK Vishwakarma,2617ff3e,Batsman
RK Weerasundara,977069a5,Batsman
RK Whelan,06e649a0,Fast bowler.
RK Willis,fff4e348,Bowler
RK Yadav,a872bd90,Batsman
R Lamba,5b01ea8c,Batsman
RL Bhudia,47d00fb5,Batsman.
RL Blake,e2b58daf,Batsman
RLB Rambukwella,5a892f36,Batsman
RL Chase,3feda4fa,Batsman
RL Dias,6c0328e7,Batsman.
RL Dougherty,a124a56b,Batsman
R Lesuma,6141ec91,Batsman.
RL Evitts,f33ab616,Batsman
RL Fuller,3d843d30,Fast bowler
RL Grundy,e149d0ae,Spin bowler
RL Harvey,49933c5b,Batsman
RL Haynes,d7c6b0fb,Batsman
RL Henderson,aefe8a03,Batsman
R Liburd,1c918138,Batsman
R Limbu,e5b4e363,Batsman
R Limema,95fdfe7e,Batsman
RL Jangid,fe5f2e48,Batsman
RL John,db05c1b5,Batsman
RL Johnson,3967930c,Fast bowler
RL McHarg,4b8586ba,Batsman
R Lokasani,82ebaac6,Batsman
R Lord,c1f62b71,Batsman
RL Park,24cda304,Batsman
RL Parry,86d151dc,Batsman
RL Powell,33a50ecf,Batsman
RL Sanghvi,ab3c333a,Spin bowler.
RL Stockton,6eb5f15e,Batsman
RL Toole,2fef3b0c,Batsman
R Lutaaya,04e0cdec,Batsman
RL Vitas,869f61bc,Batsman
R MacBeth,b4402d8a,Batsman
R MacDonald-Gay,459a7b0a,Batsman
R Madhavan,d0cff8fd,Batsman
R Mahajan,ea0e8ea2,Batsman
R Malhotra,e13f5984,Batsman
RMAM Avery,4cf645c9,Batsman
R Mangal,5360c9be,Batsman
R Matsumura,cc9b822c,Batsman
R Mazumder,b23d3ec5,Batsman
R Mbaiwa,5f789ff9,Fast bowler
RM Burns,94fe4708,Batsman
R McBey,9652e347,Batsman
R McDonald,ce2fdf8f,Batsman
R McKenna,f7e41cd8,Batsman
R McLaren,c654af19,All-rounder
RM Cockle,e12dea07,Batsman
RM Cowper,8779d82c,Batsman
RM Dagar,3fbc5cc9,All-rounder
RM Deshpande,7d2a4250,Batsman
RMDM Bandara,c8998b10,Batsman
RM Dorji,3d7f02d4,Batsman
RM D'Souza,f39682a5,Batsman
RM Duffield,7da44536,Fast bowler
RM Duffy,37fa7ef6,Fast bowler
RM Eames,fa1c618e,Batsman
RM Edavalath,766a651d,Batsman
RM Edwards,d28304a2,Batsman
RM Ellison,140552e1,Fast bowler
R Merrien,3861da30,Batsman
R Meyer,64f55c74,Batsman
RM Farrell,4ed7d23f,Fast bowler
RM Ghosh,721e0199,Batsman
RM Haq,27159c6a,Batsman
RM Harris,764bdd5f,Batsman
RMH Binny,d4a1c35e,Batsman
RMH Cottam,48568d7f,Batsman
RM Hill,9353d2fc,Batsman
RM Hira,2e966563,Spin bowler
RM Hogg,c77ae77d,Spin bowler
R Mikulaskova,faa05631,Batsman
R Misra,430f7ef9,Batsman
RM Jariwala,20f3a03d,Batsman.
RM Johnson,39b79aa9,Fast bowler
RM Koda,f0a45427,Batsman
RML Taylor,7fa2ab1f,Batsman
RMMP Rathnayake,afe830a2,Batsman
RMNL Bandara,1d1fb1be,Batsman
R Mohan,ddd995e5,Batsman
R Mondol,492ff0c2,Batsman
R Moonsamy,29e676b0,Batsman
R Morita,d745c1db,Batsman
R Mosweu,a8236b69,Batsman.
RM Patidar,c740ea83,Batsman
RM Phillips,37d0c8b3,Batsman.
RMPJ Rambukwella,13fa6ffc,Batsman
RM Poore,406c925e,Batsman
RM Prideaux,04268812,Batsman
RM Pyrah,903c1d37,Fast bowler
RMR Brathwaite,349c5e58,Batsman
RM Scott,7febdb69,Fast bowler
RMS Eranga,8f7a598f,Fast bowler
RM Siri,f1737607,Batsman
RMS Weston,169f8e65,Batsman
RM ter Braak,ac3e5a31,Batsman
R Mudford,6fe62d00,Batsman
R Mupfudza,f4417987,Batsman
R Muriyalo,a2fc9177,Batsman
R Murray,f4d6a5b0,Batsman
R Musamali,017cadb2,Batsman
R Mutumbami,5fef85ee,Batsman
RM van Oosterom,3ffeb064,Batsman
RMVD Gunaratne,9e866b59,Batsman
RM West,d1761087,Batsman
RM White,dd109bcd,Batsman
RM Wylie,6a6ba226,Batsman
RM Yates,3581a798,Batsman
R Nanan,37c0508e,Spin bowler.
R Narasimhan,cbcd3285,Batsman
R Nath,126f1e28,Batsman
RN Bhatia,2eece016,Batsman
RN Birkenstock,27880adb,Batsman
RN Cooper,a0bb0e40,Batsman
R Nehonde,4393e047,Batsman
R Newman,5a8f8619,Batsman
RN Gamble,61816a9c,Batsman
R Ngarava,6e3f5a5c,Fast bowler
RN Grant,a1632e97,Batsman
RN Gurbani,bcaf7d33,Bowler
RN Harvey,ef48b426,Batsman
RN Hendricks,92edb363,Batsman
R Nil,b0f9dac4,Batsman
R Ninan,ce4cc4d5,Batsman
RN Lewis,69362253,Batsman
RN Patel,db1bf9c2,Batsman
RN Roach,900f463f,Fast bowler
RNS Hobbs,0e1f6c97,Batsman
RN Sidebottom,d112c570,Batsman
RN ten Doeschate,4ec07775,Batsman
R Ntono,4b6da99c,Batsman
R Ntozakhe,94b30fa5,Spin bowler
RN Wylie,4f9930dd,Batsman
R Oa,dd468f06,Batsman
Robert Crosse,16587299,Batsman
Roberto Howard,eec90c4b,Batsman
Robert Raina,8e38d470,Batsman
Robin Bist,bc761d00,Batsman
Robiul Haque,2353b224,Fast bowler
Robiul Islam,d876610c,Batsman
Robiul Islam Robi,75c51539,Batsman
Robiul Khan,649278f3,Batsman
RO Butcher,aa059b0e,Batsman
R Obuya,6bc04a3e,Batsman
Rob White,59b91222,Batsman
RO Cato,2834ae2d,Batsman
ROC Dunka,762f43b7,Batsman
RO Collinge,03fdb5b4,Bowler
R Odgers,73eb8252,Batsman
RO Gordon,151d88b3,Batsman
Rohail Nazir,522bea89,Batsman
Rohanat Doullah Borson,a2230df5,Batsman
Rohan Bhavesh Patel,7f46e127,Batsman.
Rohan Kadam,673314ef,Batsman
Rohan Kunnummal,a6004ded,Batsman
Rohan Mustafa,d1988788,Spin bowler.
Rohan Prem,92d07362,Batsman
Rohan Rathi,68501724,Batsman.
Rohan Suresh,543611fc,Batsman
Roheel Shamus,5539605a,Batsman
RO Hinds,d5afc103,Batsman
Rohit Dahiya,e57ded95,Batsman
Rohit Dangwal,00852db7,Batsman
Rohit Dhruw,7f11259b,Batsman
Rohit Jhanjhariya,0ed9ff58,Batsman
Rohit Kumar,43462314,batsman
Rohit Rayudu,b4587494,Batsman
Rohit Shah,a6a04501,Batsman
Rohit Sharma,94ed3e4b,Batsman
RO Hurley,304c9c2e,Batsman
RO Hussain,8a15b50b,Batsman
RO Jenkins,3abb34ee,Batsman
Rojith Ganesh,cf77f579,Batsman
Rokeya Sultana,20abf9b9,Batsman
Rokhan Barakzai,a35849be,Batsman
R Olipa,327fcb33,Batsman
RO Magarira,d1eaad59,Batsman
Romario Sharma,e15fb6f9,Batsman
Roma Thapa,05d9faac,Batsman
RO Mazumba,2a753483,Batsman
Rommel Shahzad,3dd4effc,Batsman
Ronald Ebanks,e21ef7ec,Batsman
Rongsen Jonathan,d4753890,Batsman
Rongyu Zhao,fc2b858f,Batsman
Rony Talukdar,8bd614b2,Batsman
ROO Jordan,416881d1,Batsman
Roopa Nagraj,065c35fc,Batsman
Roosh Kalaria,779b7f4d,Fast bowler
Rosan Kumar Rao,e1fcde86,Batsman
RO Scarlett,a8f34100,Batsman
RO Schwarz,e3115fd1,Batsman
Roshan Alam,7cc093f4,Batsman
Rosie Davis,06ae90c9,Batsman
Rosine Irera,b84718fd,Batsman
R Otim,111e207a,Batsman
R Ova,88bba252,Batsman
R Overman,2ec52460,Fast bowler
Roy Loh,10ce549c,Batsman
Royston Dias,baaae738,Bowler
Rozabel Asumadu,7297bacc,Batsman
R Padmanaban,5fe1265d,Batsman
R Padunglerd,8b6c33d0,Batsman
RP Alexander,c25927f8,Batsman
R Panchal,91cd337c,Batsman
R Pandit,8a604384,Batsman
R Parag,04a418e8,Batsman
R Parkes,26815eee,Batsman
R Parkin,f2c0c73d,Fast bowler
RP Arnold,cccdde80,Batsman
R Pasipanodya,17ccd296,Batsman
R Pasupathy,f6b98653,Batsman.
R Pathak,025f79d1,Batsman
R Pathan,7c840f73,Batsman
R Pavadaikannan,fbaaa775,Batsman
R Pavlickova,a27d8778,Batsman
RP Burl,b08252b8,Batsman
RPC Karaitiana,e8d0234c,Batsman
RP de Groen,f6d0ea8d,Fast bowler
R Peel,03d21723,Spin bowler.
RP Hemmings,4f1a7dba,Spin bowler.
R Pillai,7a7c7e57,Batsman
R Pilling,4b1b4d37,Batsman
RP Johnston,c110235a,Bowler.
RP Jones,ad8cb396,Batsman
RP Kellepotha,d13d1dd0,Spin bowler
RP Lefebvre,12b59324,Batsman
RP Magar,95bcba19,Batsman
RP Mepani,a4fdc1d5,Batsman
RP Meredith,64775749,Fast bowler
RP Mitchell,fc30a5b7,Batsman
R Poddar,4e38a3d6,Batsman
RPO Drysdale,78ec5c93,Batsman
R Pollard,89e8c5ff,Batsman
R Powell,650d5e49,Batsman
R Pradhan,c0b177fd,Batsman
R Pratap Singh,7700398a,Fast bowler
R Pretorius,8ff85f5c,Batsman
RP Sharma,805b89d7,Batsman
RP Singh,0ab3c788,Fast bowler
RP Singh,c3d1402f,Fast bowler
RP Smith,d24a1509,Batsman
RP Snell,ae5db104,Fast bowler
RP Varsani,e23a0a89,Batsman
RPW Guneratne,c508bda3,Batsman
RP Yadav,6c3aef71,Fast bowler
R Radhakrishnan,5e214ad9,Batsman
R Rajendran,fc886d25,Batsman
R Rajesh Kannan,c9062c3e,Batsman
R Ralte,63b9e4ad,Batsman
R Rampaul,d68e7f48,Fast bowler
R Ravindra,ba5e1069,Batsman
R Ravindran,af4f9d86,Batsman
R Rawal,db39155a,Batsman
RR Ayre,0539e735,Batsman
RR Bastiansz,5365f10f,Batsman
RR Beaton,684a56df,Fast bowler
RR Behera,e0672ff4,Batsman
RR Bhatkal,7d3720ba,Batsman
RR Biswa,2df87089,Batsman
RR Bose,21ac077a,Batsman
RR Chopra,96662adf,Batsman
RR David,5978c784,Batsman
RR Dower,c73a2343,Batsman
R Registe,29ab2b7e,Batsman
RR Emrit,e7de4f6b,Bowler
RRG Blair,67940f4e,Batsman
RR Goyal,42cfdb1b,Batsman
RR Hendricks,b8cc58c9,Batsman
R Rijal,ee3ad356,Batsman
R Rijke,42e4b276,Batsman
R Risodkar,3de870ce,Batsman
RR Jadeja,053de19b,Spin bowler.
RR Joshi,a323465c,Batsman
RR Jumadeen,c657469f,Batsman
RR Kulkarni,e896c7f2,Bowler
RR Lindwall,85f2e762,Bowler
RR Montgomerie,376566bc,Batsman
RR Naik,f456ad17,Batsman
RR O'Donnell,2742086d,Batsman
R Rodrigo,fe676043,Batsman
R Rohan,baf0fc26,Batsman
R Rohit,7d8feff2,Batsman
R Rohmalia,5d90eb77,Batsman
RR Outar,e999e212,Batsman
RR Pant,919a3be2,Batsman
RR Patel,7fa6bd8e,Batsman
RR Pawson,016188b4,Batsman
RR Powar,5d096f3d,Spin bowler.
RR Raina,fa5f2d01,Batsman
RR Raje,5f4e9e8f,Batsman
RR Ramdass,85caa37f,Batsman
RR Rathod,3c79f8af,Batsman
RR Richards,fa9c0196,Batsman
RR Rossouw,cad00a4d,Batsman
RR Sarwan,36d33dd0,Batsman
RR Saun,acb6ee37,Batsman
RRS Cornwall,c4d9634c,Spin bowler
RR Seth,7ccc0a38,Batsman.
RR Sharan,7cff331d,Batsman
RR Sherlock,d90940a6,Batsman
RR Shinde,ef94d7e3,Batsman
RR Shutte,90d6a7e3,Batsman
RR Simmonds,fcf6b0f6,Batsman
RR Singh,4fbb35dd,Batsman
RR Taylor,ec65ae8a,Batsman
RR Timbawala,4ed3717c,Batsman
RR Watson,a670d624,Batsman
RR Wimalasiri,4950c8db,Batsman
RS Abeywickrama,193fa4c2,Batsman
R Sai Kishore,c7a995d3,Spin bowler
RSA Jayasekera,c1fa357a,Batsman
R Sakurano-Thomas,dd14abf5,Batsman
R Samson,e63c08e9,Batsman
R Samuels,8a8bc9f6,Batsman
R Sandaruwan,cf6acc0d,Batsman
R Sangsoma,e1aa1469,Batsman
R Sanjay Yadav,33ffc3dd,All-rounder
RSA Palliyaguruge,4339c19d,Spin bowler
R Satheesan,1125ebe4,Batsman
R Sathish,626c5379,Batsman
R Sathrugnan,a778c70f,Batsman
R Saywack,5157b0e8,Batsman
RS Bopara,7ca5e05d,Batsman
RS Buckley,88ddba76,Batsman
R Schachat,8f929af6,Batsman
RSC Martin-Jenkins,f8310c8f,Batsman.
RS Cunis,b84a791d,Fast bowler
RS Cyrus,8b3faddb,Batsman
RS Dick,40d4befb,Batsman
R Searle,f92ae29a,Batsman
R Sekaran,5da43a10,Batsman
R Selvaratnam,ba23c98e,Batsman
R Seth,540a44ba,Batsman
RS Ferley,1c7dc2c9,Batsman
RS Fernando,24d72446,Batsman
RSG Anderson,9de02773,Batsman
RS Gavaskar,9ff100a6,Batsman
RS Gayakwad,237ec05b,Batsman
RS Glen,45c2db15,Batsman
RS Golada,ea6746e4,Batsman
RS Grant,a87a9753,Batsman
R Shah,a5a4b545,Batsman
R Shah,3424e050,Batsman
RS Hangargekar,c3c92b42,Fast bowler
R Shankar,82f0b62e,Batsman
R Sharma,2278c4ca,Batsman
R Sharma,102bc1f4,Batsman
R Sharma,5d9a1a73,Batsman
R Shastri,005473ae,Spin bowler
R Shepherd,c5aef772,All-rounder
R Sheshadri,d4aa2ddb,Batsman
RS Higgins,c3224376,Batsman
R Shimwamana,03fb10bd,Batsman
R Shukla,de4b0555,Batsman
R Singh,3194a94d,Batsman
R Singinzwa,0e58e89d,Fast bowler
R Siriwardena,c3ba4942,Batsman
R Sivanadian,6100086b,Batsman
RS Jaganath Sinivas,3decbc22,Batsman
RSJ Burrows,7a537011,Batsman
RS Kalpage,8cfb7eaf,Spin bowler.
RS Kaluwitharana,dff967c1,Batsman
RS Khaira,baec2e62,Batsman
RSK Samson,2999e5b3,Batsman
R Slater,8a452195,Batsman
RS Madugalle,766b5798,Batsman
RS Mahanama,57910393,Batsman.
RS Miller,b9f23951,Batsman
RSM Lili'i,ba3a1359,Batsman
RS Modi,d9c56123,Batsman.
RS Morton,2f8a9682,Batsman
R Southby,bbe1525d,Batsman
RS Patel,97905e64,Batsman
RS Pillay,29bcd46c,Batsman
RS Primus,6f4c73ce,Fast bowler
RS Quyn,41721f6b,Batsman
RS Sandhu,2f55509e,Fast bowler
RS Second,13d0b3d6,Batsman
RS Sodhi,a3ecf01f,Batsman.
R Steyn,7324c7f2,Batsman
R Stokell,def7b1bb,Batsman
R Strydom,0b2a170a,Batsman
R Subba Row,3826e082,Batsman
R Subramanian,7c32b886,Batsman
R Sundar,d5ce7a6e,Spin bowler
RS Vandort,80e193fa,Batsman
R Swetman,d668b643,Batsman
RS Williams,406de451,Batsman
R Talkar,82644713,Batsman
R Tanna,ae8ee4cc,Batsman
R Tanweer,1f1acb93,Batsman
R Tari,c4d19735,Batsman
RT Arothe,50455929,Batsman
R Tattersall,e531e95d,Batsman
RT Bailey,93a751e8,Batsman
RT Barber,a0abc1d7,Batsman
RT Crandon,0557a636,Fast bowler
RTD Perks,61035f62,Batsman
R Telemachus,543b4a1f,Bowler
R Tewatia,39a2dfa8,Batsman
R Thakur,18192294,Batsman
R Thapliyal,5947220c,Fast bowler.
R Theruvath,eb6d1f4d,Batsman
RT Latham,405bcb97,Batsman
RT Lyons,7d32d965,Batsman
RTM Mendis,1be67d37,Batsman
RT Mohamed,e8b220e2,Batsman
RT Nielsen,b4c38c22,Batsman
R Tommy,6579788b,Batsman
RT Ponting,7d415ea5,Batsman
R Trenaman,877dd709,Batsman
RT Robinson,b143c87d,Batsman
RT Rubbi,17f68661,Batsman
R Trumpelmann,ff6a7ab5,Bowler
RT Simpson,0676c33a,Batsman
RT Spooner,e24ca02b,Batsman.
RT Stanyforth,3c67a1db,Batsman
R Tsutsui,d630701e,Batsman
R Turay,c05e5d66,Batsman
RT Widows,108a0d3c,Batsman
R Tyson,5c9d5093,Fast bowler
Ruba Rashid,221ba3f5,Batsman
Rubel Hossain,f56cd097,Fast bowler
Rubel Mia,318a546e,Fast bowler
Rubya Haider,5d095ee8,Batsman
Ruchitha Venkatesh,106135f5,Batsman
Rudolph Fox,fd1041d2,Batsman
Rudy Ismandy,84682045,Batsman
R Ugarkar,8a58f203,Batsman
Rumana Ahmed,a92763ea,Spin bowler
Rumeysa Alp,2ffdf67d,Batsman
Rumman Raees,1c790f4f,Bowler
Ruud Kaulingfreks,03f59d24,Batsman
Ruyel Miah,fa41edde,Batsman
R van Schoor,57ac1d99,Batsman
R van Tonder,0ba03cec,Batsman
R Vasconcelos,efe3fcc5,Batsman
RV Darji,f2f18e52,Batsman
RV Divecha,f804c2c8,Batsman.
RV Gomez,b2570b38,Batsman
R Vijay Bharadwaj,b9f1247e,All-rounder
R Vinay Kumar,41eb4a4f,Bowler
R Vincent,3431c12e,Batsman
R Vipin,5b1b1915,Batsman
R Vishwanath,02fa5417,Batsman
RV Kalpana,ad59ce4e,Batsman
RV Patel,60500956,Batsman
RV Pawar,c9d33ef5,Batsman
RV Scholes,2dc78362,Batsman
RV Uthappa,1c17e270,Batsman
RV Viraj,a744d530,Batsman
R Walters,d32a4a41,Batsman
RW Anderson,c5a64e45,Fast bowler.
RW Barber,ae78fb75,Batsman
RW Blair,4309db0b,Batsman
RW Chakabva,2f0d7e4a,Batsman
R Webster,cdfb59b8,Batsman
RWG Emery,976bc433,Batsman
RW Hartley,23d4170c,Batsman
R Wilson,81b0935a,Batsman
R Withey,6047e007,Batsman
RW Marsh,8188e525,Batsman
RW McLeod,5df4a804,Batsman
RW Morgan,a1af2adc,Batsman
R Wood,ec87b7fa,Bowler
RW Price,67af6f81,Batsman
RW Sims,ecaad7d2,Batsman
RW Staple,9de31202,Batsman
RW Stratford,85489579,Batsman
RW Taylor,542c11c6,Batsman
RWT Key,bcb01d8c,Batsman
RW Tolchard,0c0486b3,Batsman
RWV Robins,c8cea1fe,Batsman
Ryan Milne,d2343b26,Batsman
Ryan Nelson,b51347e8,Fast bowler.
Ryan Willoughby,ae172431,Fast bowler.
Ryu Roni,44c80994,Batsman
SA Abbott,1a2676c5,Fast bowler
Saad Ali,4cbf2e06,Batsman
Saad Baig,eb75d76c,Batsman
Saad Bin Zafar,f28a60e0,Spin bowler
Saad Janjua,3cd10113,Batsman
Saad Khalid,f380525a,Batsman
Saad Khan,28e0f645,Batsman
Saad Masood,b2498b5d,Batsman
Saad Nasim,3fbb43a9,Batsman
Saahil Jain,a454fa21,Batsman
SA Ahmad,8de618ab,Batsman
SA Akenji,d1504c13,Batsman
SA Ankola,7785176c,Fast bowler
SA Asnodkar,ae091d39,Batsman
Saba Ali Syeda,39503052,Batsman
Sabahat Rasheed,789944c9,Batsman
Sabah Nawab,a6a22a96,Batsman
SA Banerjee,f3027472,Batsman
Sabbir Hossain,047e80ca,Batsman
Sabbir Rahman,7147f314,Batsman
S Abdool,35cc7033,Batsman
Saber Zakhil,036dcf9b,Batsman
S Abid Ali,4ffcc6b8,Batsman
Sabikun Nahar Jesmin,48ec1360,Batsman
Sabin Chettri,d95b219a,Batsman
Sabir Ali,2a04400b,Batsman
Sabir Zahoor,9bc8a09c,Batsman
Sabnam Rai,8eb52953,Batsman
SA Brant,37fec7f9,Fast bowler
Sabreen Zaki,d13e5a0d,Batsman
SA Britton,de43472d,Batsman
SA Bucknor,2ad22b51,None
SACA King,77851c2d,Batsman
SA Campbelle,a7cd72b2,Batsman
Sachidanand Pandey,f8c7484e,Batsman
Sachin Baby,dc9dd038,Batsman
Sachin Ganpat Shinde,ddc2613d,Fast bowler.
Sachin Kumar,b76b2d25,Batsman.
Sachin Mandy,501fca0d,Batsman
Sachin Solanki,13d0dec5,Batsman
SA Chipolina,b02bdcfc,Batsman
Sadaf Shamas,f19c8dc0,Batsman
Sadamali Bhakshala,89df3901,Batsman
Sadat Sidiqi,0c055ae6,Batsman
SA Deitz,7f6f7237,Batsman
Sadia Iqbal,53bb50f0,Spin bowler.
Sadia Yousuf,3cfbddce,Spin bowler.
Sadiq Mohammad,e8d92a65,Batsman
SA Drepaul,b84e3254,Batsman
SA Durani,28ea8463,Spin bowler
SA Edwards,b59db04f,Batsman
Saeed Ahmed,b3c4290d,Batsman
Saeed Ahmed,63d6e16e,Batsman
Saeed Ajmal,05d74535,Spin bowler
Saeed Anwar,0aa14354,Batsman
Saeed Sarkar,f021a841,Batsman
Saeed Waqar Ali,1a353572,Batsman
SA Engelbrecht,81a0e294,Spin bowler
SA Fairley,e8c9b78f,Batsman
Safdar Niazi,718f0304,Batsman.
Safir Hayat,5d939369,Spin bowler.
SA Fritz,d15e60c8,Batsman
SA Gan,13a0bd60,Batsman
Sagar Pun,3c4007d3,Batsman
SA Garratt,35508310,Batsman
Sagar Trivedi,8da6dbf1,Fast bowler
Sagar Udeshi,8db0c0e1,Spin bowler
S Agazuma,76ba3f78,Batsman
Saghar Manzoor,9d103769,Batsman
Saghir Hossain,7fe17a67,Batsman
Sagun Kamat,8a58cc2a,Batsman
Sahana Iyer,ac9cbbb1,Batsman
Sahban Khan,69f45977,Batsman
SA Heather,6b83c549,Batsman
Sahel Zadran,dae28050,Batsman
Sahibzada Farhan,1aba45cd,Batsman
Sahil Chauhan,f219df21,Batsman
Sahil Gupta,72b1cfa7,Batsman
Sahil Lotra,2c3643f8,Batsman
SA Hipple,b083c730,Batsman
Sahir Naqash,352e589f,Fast bowler
Saidat Mbaki,91d279d9,Batsman
Said Hakim,4cc59a40,Batsman
Saidingliana Sailo,9dc85417,Batsman
Saif Ali,131e5b97,Batsman
Saif Badar,e5d452d7,Batsman
Saif Hassan,bb95564b,Batsman
SA Iftikhar,60367c5b,Batsman
Saif-Ul Islam,1f3d7990,Batsman
Saifullah Bangash,feb9238a,Batsman
Saifullah Khan,f4b0f3cb,Batsman
Saif Ullah Malik,7e6825be,Batsman
Sai Goutham,7b7a1bbe,Batsman
Saim Ayub,33609a8c,Batsman
Saim Hussain,d300d274,Batsman
Saira Ifzal,5e653eef,Batsman
Sairaj Patil,79b35258,Batsman
Sajaa Fathimath,e793a951,Batsman
SA Jacobs,f8cdc4d7,Batsman
Sajad Ahmadzai,6978bff0,Batsman
SAJ Craig,689f2eed,Batsman
Sajedul Islam,0443414a,Bowler
Sajid Cheema,b05cfcec,Batsman
Sajid Khan,bbc192a4,Spin bowler
Sajid Khan Afridi,edc950ce,Batsman
Sajid Liaqat,b1b99a1a,Batsman
Sajid Manzil,b053725f,Batsman
Sajid Patel,f8279d15,Spin bowler
Sajjad Ali,3050a1fe,Batsman
Sajjida Shah,62fa10e5,Spin bowler
SA John,c71a3a20,Batsman
Saju Datta,5a85d45f,Batsman
SA Jumbe,91056862,Batsman
SA Khalid,fd498fd8,Batsman
S Akhil,21aa409e,Batsman
Sakib Hussain,280fff14,Batsman
S Akiteng,cf92d76b,Batsman
Salahuddin,78206b87,Batsman
Salahuddin Ahmed,373c23ea,Batsman
Salauddin Sakil,a90d107b,Batsman
Saleema Imtiaz,d17d21d5,Batsman
Saleem Altaf,2873e9d4,Fast bowler
Saleem Badar,a47041a5,Batsman
