,name,identifier,role
11819,RJ Engelbrecht,a467273e,Batsman
11820,RJ Evans,951127ac,Batsman
11821,RJ Evans,d5fc9e42,Batsman
11822,RJ Forrest,a7378253,Batsman
11823,RJ Gibson,50636767,Batsman
11824,RJ Gleeson,402f8494,Fast bowler
11825,RJG Lockyear,c8e7c983,Batsman
11826,RJG Palmer,bc6f8328,Batsman
11827,RJ Hadlee,0cfbdd73,Fast bowler
11828,RJ Hamilton-Brown,2c86c8f2,Batsman
11829,RJ Harris,12eddf28,Fast bowler
11830,RJ Hatchman,01c05b6c,Batsman
11831,RJ Inverarity,ff3d3ea5,Batsman
11832,RJ Kember,48394897,Batsman
11833,RJ Kennedy,a1b3e8b9,Batsman
11834,RJ Kirtley,22860288,Fast bowler
11835,RJ Logan,fe3ab4f4,Batsman
11836,RJ McCone,19cc9592,Fast bowler
11837,RJMGM Rupasinghe,4c7c6f58,Batsman
11838,RJM Moffitt,34f2e752,Batsman
11839,RJ Montgomery,600fa134,Batsman
11840,RJ Nicol,8d8c24fd,Batsman
11841,R Johnston,3cd107a7,Batsman
11842,R Jones,7413c5c6,Batsman
11843,R Joyce,5caf0bcc,Batsman
11844,RJ Peterson,26ff4c29,Spin bowler
11845,RJ Pope,1e22ec27,Batsman
11846,RJ Quiney,23ac69e6,Batsman
11847,RJ Ranpura,c024db94,Batsman
11848,RJ Ratnayake,09e8f3ca,Fast bowler
11849,RJ Robinson,f5853cef,Batsman
11850,RJ Rolls,aed06cc1,Batsman
11851,RJ Sayer,14373322,Batsman
11852,RJ Schaw,4e391ccc,Batsman
11853,RJ Shastri,69c90b3e,Batsman
11854,RJ Sidebottom,9dca07d7,Fast bowler
11855,RJ Sillence,12983654,Batsman
11856,RJ Steele,075a31c0,Batsman
11857,RJ Trott,52f96571,Batsman
11858,RJ Tucker,38810cfc,Batsman
11859,RJ Turner,cf22b430,Batsman
11860,RJ van Vuuren,0882b3f1,Batsman
11861,RJ Veillard,0a8ebf05,Batsman
11862,RJ Warren,9d1c62d7,Batsman
11863,RJ Watson,fa760ccd,Batsman
11864,RJ Westcott,1d71fd86,Batsman
11865,RJW Topley,8db7f47f,Fast bowler
11866,RJ Yates,a3e9e43d,Batsman
11867,R Kaia,e3dd0d8e,Batsman
11868,R Kalimuthu,5892ac75,Batsman
11869,R Kanai,54a3d69f,Batsman
11870,R Kano,cc00a786,Batsman
11871,R Kanoh,5959370f,Batsman
11872,R Kanojiya,6625023d,Batsman
11873,R Kassim,119dc992,Batsman
11874,RK Bhui,b63e358a,Batsman
11875,RK Chauhan,34031041,Batsman
11876,RK Chittick,d84a687d,Batsman
11877,R Kelly,08f30f9d,All-rounder
11878,R Kemming,30fd5378,Batsman
11879,R Khasana,5a6b2c1d,Batsman
11880,RK Illingworth,20672246,Spin bowler
11881,R Kilner,ff2d61b3,Batsman
11882,RK Jagroep,4a6a1da8,Batsman
11883,RKJ Dawson,d1d0b5ed,Batsman
11884,RK Kaibunga,b392e6f1,Batsman
11885,RK Kanoujiya,2667c1ef,Batsman
11886,RK Kiseto,780d1997,Spin bowler
11887,RK Kleinveldt,7955eb15,Batsman
11888,R Klein,ff1ec94d,Batsman
11889,RK Nunes,99be3c81,Batsman
11890,RK O'Donnell,2ec8a400,Batsman
11891,RK Oliver,8d14b938,Batsman
11892,RK Oxenham,9642e672,Batsman
11893,RK Parwin,57a45277,Batsman
11894,RK Patel,4531f249,Batsman
11895,RK Paudel,1a3cc554,Batsman
11896,RK Pradhan,d23eb52b,Fast bowler
11897,RK Raval,96611f9f,Batsman
11898,RK Singh,0a509d6b,Batsman
11899,RK Terblanche,807b63ae,Batsman
11900,RK Tyldesley,b9cad3c4,All-rounder
11901,R Kumar,2df874e6,Batsman
11902,RK Vishwakarma,2617ff3e,Batsman
11903,RK Weerasundara,977069a5,Batsman
11904,RK Whelan,06e649a0,Fast bowler
11905,RK Willis,fff4e348,Bowler
11906,RK Yadav,a872bd90,Batsman
11907,R Lamba,5b01ea8c,Batsman
11908,RL Bhudia,47d00fb5,Batsman
11909,RL Blake,e2b58daf,Batsman
11910,RLB Rambukwella,5a892f36,Batsman
11911,RL Chase,3feda4fa,Batsman
11912,RL Dias,6c0328e7,Batsman
11913,RL Dougherty,a124a56b,Batsman
11914,R Lesuma,6141ec91,Batsman
11915,RL Evitts,f33ab616,Batsman
11916,RL Fuller,3d843d30,Fast bowler
11917,RL Grundy,e149d0ae,Spin bowler
11918,RL Harvey,49933c5b,Batsman
11919,RL Haynes,d7c6b0fb,Batsman
11920,RL Henderson,aefe8a03,Batsman
11921,R Liburd,1c918138,Batsman
11922,R Limbu,e5b4e363,Batsman
11923,R Limema,95fdfe7e,Batsman
11924,RL Jangid,fe5f2e48,Batsman
11925,RL John,db05c1b5,Batsman
11926,RL Johnson,3967930c,Fast bowler
11927,RL McHarg,4b8586ba,Batsman
11928,R Lokasani,82ebaac6,Batsman
11929,R Lord,c1f62b71,Batsman
11930,RL Park,24cda304,Batsman
11931,RL Parry,86d151dc,Batsman
11932,RL Powell,33a50ecf,Batsman
11933,RL Sanghvi,ab3c333a,Spin bowler
11934,RL Stockton,6eb5f15e,Batsman
11935,RL Toole,2fef3b0c,Batsman
11936,R Lutaaya,04e0cdec,Batsman
11937,RL Vitas,869f61bc,Batsman
11938,R MacBeth,b4402d8a,Batsman
11939,R MacDonald-Gay,459a7b0a,Batsman
11940,R Madhavan,d0cff8fd,Batsman
11941,R Mahajan,ea0e8ea2,Batsman
11942,R Malhotra,e13f5984,Batsman
11943,RMAM Avery,4cf645c9,Batsman
11944,R Mangal,5360c9be,Batsman
11945,R Matsumura,cc9b822c,Batsman
11946,R Mazumder,b23d3ec5,Batsman
11947,R Mbaiwa,5f789ff9,Fast bowler
11948,RM Burns,94fe4708,Batsman
11949,R McBey,9652e347,Batsman
11950,R McDonald,ce2fdf8f,Batsman
11951,R McKenna,f7e41cd8,Batsman
11952,R McLaren,c654af19,All-rounder
11953,RM Cockle,e12dea07,Batsman
11954,RM Cowper,8779d82c,Batsman
11955,RM Dagar,3fbc5cc9,All-rounder
11956,RM Deshpande,7d2a4250,Batsman
11957,RMDM Bandara,c8998b10,Batsman
11958,RM Dorji,3d7f02d4,Batsman
11959,RM D'Souza,f39682a5,Batsman
11960,RM Duffield,7da44536,Fast bowler
11961,RM Duffy,37fa7ef6,Fast bowler
11962,RM Eames,fa1c618e,Batsman
11963,RM Edavalath,766a651d,Batsman
11964,RM Edwards,d28304a2,Batsman
11965,RM Ellison,140552e1,Fast bowler
11966,R Merrien,3861da30,Batsman
11967,R Meyer,64f55c74,Batsman
11968,RM Farrell,4ed7d23f,Fast bowler
11969,RM Ghosh,721e0199,Batsman
11970,RM Haq,27159c6a,Batsman
11971,RM Harris,764bdd5f,Batsman
11972,RMH Binny,d4a1c35e,Batsman
11973,RMH Cottam,48568d7f,Batsman
11974,RM Hill,9353d2fc,Batsman
11975,RM Hira,2e966563,Spin bowler
11976,RM Hogg,c77ae77d,Spin bowler
11977,R Mikulaskova,faa05631,Batsman
11978,R Misra,430f7ef9,Batsman
11979,RM Jariwala,20f3a03d,Batsman
11980,RM Johnson,39b79aa9,Fast bowler
11981,RM Koda,f0a45427,Batsman
11982,RML Taylor,7fa2ab1f,Batsman
11983,RMMP Rathnayake,afe830a2,Batsman
11984,RMNL Bandara,1d1fb1be,Batsman
11985,R Mohan,ddd995e5,Batsman
11986,R Mondol,492ff0c2,Batsman
11987,R Moonsamy,29e676b0,Batsman
11988,R Morita,d745c1db,Batsman
11989,R Mosweu,a8236b69,Batsman
11990,RM Patidar,c740ea83,Batsman
11991,RM Phillips,37d0c8b3,Batsman
11992,RMPJ Rambukwella,13fa6ffc,Batsman
11993,RM Poore,406c925e,Batsman
11994,RM Prideaux,04268812,Batsman
11995,RM Pyrah,903c1d37,Fast bowler
11996,RMR Brathwaite,349c5e58,Batsman
11997,RM Scott,7febdb69,Fast bowler
11998,RMS Eranga,8f7a598f,Fast bowler
11999,RM Siri,f1737607,Batsman
12000,RMS Weston,169f8e65,Batsman
12001,RM ter Braak,ac3e5a31,Batsman
12002,R Mudford,6fe62d00,Batsman
12003,R Mupfudza,f4417987,Batsman
12004,R Muriyalo,a2fc9177,Batsman
12005,R Murray,f4d6a5b0,Batsman
12006,R Musamali,017cadb2,Batsman
12007,R Mutumbami,5fef85ee,Batsman
12008,RM van Oosterom,3ffeb064,Batsman
12009,RMVD Gunaratne,9e866b59,Batsman
12010,RM West,d1761087,Batsman
12011,RM White,dd109bcd,Batsman
12012,RM Wylie,6a6ba226,Batsman
12013,RM Yates,3581a798,Batsman
12014,R Nanan,37c0508e,Spin bowler
12015,R Narasimhan,cbcd3285,Batsman
12016,R Nath,126f1e28,Batsman
12017,RN Bhatia,2eece016,Batsman
12018,RN Birkenstock,27880adb,Batsman
12019,RN Cooper,a0bb0e40,Batsman
12020,R Nehonde,4393e047,Batsman
12021,R Newman,5a8f8619,Batsman
12022,RN Gamble,61816a9c,Batsman
12023,R Ngarava,6e3f5a5c,Fast bowler
12024,RN Grant,a1632e97,Batsman
12025,RN Gurbani,bcaf7d33,Bowler
12026,RN Harvey,ef48b426,Batsman
12027,RN Hendricks,92edb363,Batsman
12028,R Nil,b0f9dac4,Batsman
12029,R Ninan,ce4cc4d5,Batsman
12030,RN Lewis,69362253,Batsman
12031,RN Patel,db1bf9c2,Batsman
12032,RN Roach,900f463f,Fast bowler
12033,RNS Hobbs,0e1f6c97,Batsman
12034,RN Sidebottom,d112c570,Batsman
12035,RN ten Doeschate,4ec07775,Batsman
12036,R Ntono,4b6da99c,Batsman
12037,R Ntozakhe,94b30fa5,Spin bowler
12038,RN Wylie,4f9930dd,Batsman
12039,R Oa,dd468f06,Batsman
12040,Robert Crosse,16587299,Batsman
12041,Roberto Howard,eec90c4b,Batsman
12042,Robert Raina,8e38d470,Batsman
12043,Robin Bist,bc761d00,Batsman
12044,Robiul Haque,2353b224,Fast bowler
12045,Robiul Islam,d876610c,Batsman
12046,Robiul Islam Robi,75c51539,Batsman
12047,Robiul Khan,649278f3,Batsman
12048,RO Butcher,aa059b0e,Batsman
12049,R Obuya,6bc04a3e,Batsman
12050,Rob White,59b91222,Batsman
12051,RO Cato,2834ae2d,Batsman
12052,ROC Dunka,762f43b7,Batsman
12053,RO Collinge,03fdb5b4,Bowler
12054,R Odgers,73eb8252,Batsman
12055,RO Gordon,151d88b3,Batsman
12056,Rohail Nazir,522bea89,Batsman
12057,Rohanat Doullah Borson,a2230df5,Batsman
12058,Rohan Bhavesh Patel,7f46e127,Batsman
12059,Rohan Kadam,673314ef,Batsman
12060,Rohan Kunnummal,a6004ded,Batsman
12061,Rohan Mustafa,d1988788,Spin bowler
12062,Rohan Prem,92d07362,Batsman
12063,Rohan Rathi,68501724,Batsman
12064,Rohan Suresh,543611fc,Batsman
12065,Roheel Shamus,5539605a,Batsman
12066,RO Hinds,d5afc103,Batsman
12067,Rohit Dahiya,e57ded95,Batsman
12068,Rohit Dangwal,00852db7,Batsman
12069,Rohit Dhruw,7f11259b,Batsman
12070,Rohit Jhanjhariya,0ed9ff58,Batsman
12071,Rohit Kumar,43462314,All-rounder
12072,Rohit Rayudu,b4587494,Batsman
12073,Rohit Shah,a6a04501,Batsman
12074,Rohit Sharma,94ed3e4b,Batsman
12075,RO Hurley,304c9c2e,Batsman
12076,RO Hussain,8a15b50b,Batsman
12077,RO Jenkins,3abb34ee,Batsman
12078,Rojith Ganesh,cf77f579,Batsman
12079,Rokeya Sultana,20abf9b9,Batsman
12080,Rokhan Barakzai,a35849be,Batsman
12081,R Olipa,327fcb33,Batsman
12082,RO Magarira,d1eaad59,Batsman
12083,Romario Sharma,e15fb6f9,Batsman
12084,Roma Thapa,05d9faac,Batsman
12085,RO Mazumba,2a753483,Batsman
12086,Rommel Shahzad,3dd4effc,Batsman
12087,Ronald Ebanks,e21ef7ec,Batsman
12088,Rongsen Jonathan,d4753890,Batsman
12089,Rongyu Zhao,fc2b858f,Batsman
12090,Rony Talukdar,8bd614b2,Batsman
12091,ROO Jordan,416881d1,Batsman
12092,Roopa Nagraj,065c35fc,Batsman
12093,Roosh Kalaria,779b7f4d,Fast bowler
12094,Rosan Kumar Rao,e1fcde86,Batsman
12095,RO Scarlett,a8f34100,Batsman
12096,RO Schwarz,e3115fd1,Batsman
12097,Roshan Alam,7cc093f4,Batsman
12098,Rosie Davis,06ae90c9,Batsman
12099,Rosine Irera,b84718fd,Batsman
12100,R Otim,111e207a,Batsman
12101,R Ova,88bba252,Batsman
12102,R Overman,2ec52460,Fast bowler
12103,Roy Loh,10ce549c,Batsman
12104,Royston Dias,baaae738,Bowler
12105,Rozabel Asumadu,7297bacc,Batsman
12106,R Padmanaban,5fe1265d,Batsman
12107,R Padunglerd,8b6c33d0,Batsman
12108,RP Alexander,c25927f8,Batsman
12109,R Panchal,91cd337c,Batsman
12110,R Pandit,8a604384,Batsman
12111,R Parag,04a418e8,Batsman
12112,R Parkes,26815eee,Batsman
12113,R Parkin,f2c0c73d,Fast bowler
12114,RP Arnold,cccdde80,Batsman
12115,R Pasipanodya,17ccd296,Batsman
12116,R Pasupathy,f6b98653,Batsman
12117,R Pathak,025f79d1,Batsman
12118,R Pathan,7c840f73,Batsman
12119,R Pavadaikannan,fbaaa775,Batsman
12120,R Pavlickova,a27d8778,Batsman
12121,RP Burl,b08252b8,Batsman
12122,RPC Karaitiana,e8d0234c,Batsman
12123,RP de Groen,f6d0ea8d,Fast bowler
12124,R Peel,03d21723,Spin bowler
12125,RP Hemmings,4f1a7dba,Spin bowler
12126,R Pillai,7a7c7e57,Batsman
12127,R Pilling,4b1b4d37,Batsman
12128,RP Johnston,c110235a,Bowler
12129,RP Jones,ad8cb396,Batsman
12130,RP Kellepotha,d13d1dd0,Spin bowler
12131,RP Lefebvre,12b59324,Batsman
12132,RP Magar,95bcba19,Batsman
12133,RP Mepani,a4fdc1d5,Batsman
12134,RP Meredith,64775749,Fast bowler
12135,RP Mitchell,fc30a5b7,Batsman
12136,R Poddar,4e38a3d6,Batsman
12137,RPO Drysdale,78ec5c93,Batsman
12138,R Pollard,89e8c5ff,Batsman
12139,R Powell,650d5e49,Batsman
12140,R Pradhan,c0b177fd,Batsman
12141,R Pratap Singh,7700398a,Fast bowler
12142,R Pretorius,8ff85f5c,Batsman
12143,RP Sharma,805b89d7,Batsman
12144,RP Singh,0ab3c788,Fast bowler
12145,RP Singh,c3d1402f,Fast bowler
12146,RP Smith,d24a1509,Batsman
12147,RP Snell,ae5db104,Fast bowler
12148,RP Varsani,e23a0a89,Batsman
12149,RPW Guneratne,c508bda3,Batsman
12150,RP Yadav,6c3aef71,Fast bowler
12151,R Radhakrishnan,5e214ad9,Batsman
12152,R Rajendran,fc886d25,Batsman
12153,R Rajesh Kannan,c9062c3e,Batsman
12154,R Ralte,63b9e4ad,Batsman
12155,R Rampaul,d68e7f48,Fast bowler
12156,R Ravindra,ba5e1069,Batsman
12157,R Ravindran,af4f9d86,Batsman
12158,R Rawal,db39155a,Batsman
12159,RR Ayre,0539e735,Batsman
12160,RR Bastiansz,5365f10f,Batsman
12161,RR Beaton,684a56df,Fast bowler
12162,RR Behera,e0672ff4,Batsman
12163,RR Bhatkal,7d3720ba,Batsman
12164,RR Biswa,2df87089,Batsman
12165,RR Bose,21ac077a,Batsman
12166,RR Chopra,96662adf,Batsman
12167,RR David,5978c784,Batsman
12168,RR Dower,c73a2343,Batsman
12169,R Registe,29ab2b7e,Batsman
12170,RR Emrit,e7de4f6b,Bowler
12171,RRG Blair,67940f4e,Batsman
12172,RR Goyal,42cfdb1b,Batsman
12173,RR Hendricks,b8cc58c9,Batsman
12174,R Rijal,ee3ad356,Batsman
12175,R Rijke,42e4b276,Batsman
12176,R Risodkar,3de870ce,Batsman
12177,RR Jadeja,053de19b,Spin bowler
12178,RR Joshi,a323465c,Batsman
12179,RR Jumadeen,c657469f,Batsman
12180,RR Kulkarni,e896c7f2,Bowler
12181,RR Lindwall,85f2e762,Bowler
12182,RR Montgomerie,376566bc,Batsman
12183,RR Naik,f456ad17,Batsman
12184,RR O'Donnell,2742086d,Batsman
12185,R Rodrigo,fe676043,Batsman
12186,R Rohan,baf0fc26,Batsman
12187,R Rohit,7d8feff2,Batsman
12188,R Rohmalia,5d90eb77,Batsman
12189,RR Outar,e999e212,Batsman
12190,RR Pant,919a3be2,Batsman
12191,RR Patel,7fa6bd8e,Batsman
12192,RR Pawson,016188b4,Batsman
12193,RR Powar,5d096f3d,Spin bowler
12194,RR Raina,fa5f2d01,Batsman
12195,RR Raje,5f4e9e8f,Batsman
12196,RR Ramdass,85caa37f,Batsman
12197,RR Rathod,3c79f8af,Batsman
12198,RR Richards,fa9c0196,Batsman
12199,RR Rossouw,cad00a4d,Batsman
12200,RR Sarwan,36d33dd0,Batsman
12201,RR Saun,acb6ee37,Batsman
12202,RRS Cornwall,c4d9634c,Spin bowler
12203,RR Seth,7ccc0a38,Batsman
12204,RR Sharan,7cff331d,Batsman
12205,RR Sherlock,d90940a6,Batsman
12206,RR Shinde,ef94d7e3,Batsman
12207,RR Shutte,90d6a7e3,Batsman
12208,RR Simmonds,fcf6b0f6,Batsman
12209,RR Singh,4fbb35dd,Batsman
12210,RR Taylor,ec65ae8a,Batsman
12211,RR Timbawala,4ed3717c,Batsman
12212,RR Watson,a670d624,Batsman
12213,RR Wimalasiri,4950c8db,Batsman
12214,RS Abeywickrama,193fa4c2,Batsman
12215,R Sai Kishore,c7a995d3,Spin bowler
12216,RSA Jayasekera,c1fa357a,Batsman
12217,R Sakurano-Thomas,dd14abf5,Batsman
12218,R Samson,e63c08e9,Batsman
12219,R Samuels,8a8bc9f6,Batsman
12220,R Sandaruwan,cf6acc0d,Batsman
12221,R Sangsoma,e1aa1469,Batsman
12222,R Sanjay Yadav,33ffc3dd,All-rounder
12223,RSA Palliyaguruge,4339c19d,Spin bowler
12224,R Satheesan,1125ebe4,Batsman
12225,R Sathish,626c5379,Batsman
12226,R Sathrugnan,a778c70f,Batsman
12227,R Saywack,5157b0e8,Batsman
12228,RS Bopara,7ca5e05d,Batsman
12229,RS Buckley,88ddba76,Batsman
12230,R Schachat,8f929af6,Batsman
12231,RSC Martin-Jenkins,f8310c8f,Batsman
12232,RS Cunis,b84a791d,Fast bowler
12233,RS Cyrus,8b3faddb,Batsman
12234,RS Dick,40d4befb,Batsman
12235,R Searle,f92ae29a,Batsman
12236,R Sekaran,5da43a10,Batsman
12237,R Selvaratnam,ba23c98e,Batsman
12238,R Seth,540a44ba,Batsman
12239,RS Ferley,1c7dc2c9,Batsman
12240,RS Fernando,24d72446,Batsman
12241,RSG Anderson,9de02773,Batsman
12242,RS Gavaskar,9ff100a6,Batsman
12243,RS Gayakwad,237ec05b,Batsman
12244,RS Glen,45c2db15,Batsman
12245,RS Golada,ea6746e4,Batsman
12246,RS Grant,a87a9753,Batsman
12247,R Shah,a5a4b545,Batsman
12248,R Shah,3424e050,Batsman
12249,RS Hangargekar,c3c92b42,Fast bowler
12250,R Shankar,82f0b62e,Batsman
12251,R Sharma,2278c4ca,Batsman
12252,R Sharma,102bc1f4,Batsman
12253,R Sharma,5d9a1a73,Batsman
12254,R Shastri,005473ae,Spin bowler
12255,R Shepherd,c5aef772,All-rounder
12256,R Sheshadri,d4aa2ddb,Batsman
12257,RS Higgins,c3224376,Batsman
12258,R Shimwamana,03fb10bd,Batsman
12259,R Shukla,de4b0555,Batsman
12260,R Singh,3194a94d,Batsman
12261,R Singinzwa,0e58e89d,Fast bowler
12262,R Siriwardena,c3ba4942,Batsman
12263,R Sivanadian,6100086b,Batsman
12264,RS Jaganath Sinivas,3decbc22,Batsman
12265,RSJ Burrows,7a537011,Batsman
12266,RS Kalpage,8cfb7eaf,Spin bowler
12267,RS Kaluwitharana,dff967c1,Batsman
12268,RS Khaira,baec2e62,Batsman
12269,RSK Samson,2999e5b3,Batsman
12270,R Slater,8a452195,Batsman
12271,RS Madugalle,766b5798,Batsman
12272,RS Mahanama,57910393,Batsman
12273,RS Miller,b9f23951,Batsman
12274,RSM Lili'i,ba3a1359,Batsman
12275,RS Modi,d9c56123,Batsman
12276,RS Morton,2f8a9682,Batsman
12277,R Southby,bbe1525d,Batsman
12278,RS Patel,97905e64,Batsman
12279,RS Pillay,29bcd46c,Batsman
12280,RS Primus,6f4c73ce,Fast bowler
12281,RS Quyn,41721f6b,Batsman
12282,RS Sandhu,2f55509e,Fast bowler
12283,RS Second,13d0b3d6,Batsman
12284,RS Sodhi,a3ecf01f,Batsman
12285,R Steyn,7324c7f2,Batsman
12286,R Stokell,def7b1bb,Batsman
12287,R Strydom,0b2a170a,Batsman
12288,R Subba Row,3826e082,Batsman
12289,R Subramanian,7c32b886,Batsman
12290,R Sundar,d5ce7a6e,Spin bowler
12291,RS Vandort,80e193fa,Batsman
12292,R Swetman,d668b643,Batsman
12293,RS Williams,406de451,Batsman
12294,R Talkar,82644713,Batsman
12295,R Tanna,ae8ee4cc,Batsman
12296,R Tanweer,1f1acb93,Batsman
12297,R Tari,c4d19735,Batsman
12298,RT Arothe,50455929,Batsman
12299,R Tattersall,e531e95d,Batsman
12300,RT Bailey,93a751e8,Batsman
12301,RT Barber,a0abc1d7,Batsman
12302,RT Crandon,0557a636,Fast bowler
12303,RTD Perks,61035f62,Batsman
12304,R Telemachus,543b4a1f,Bowler
12305,R Tewatia,39a2dfa8,Batsman
12306,R Thakur,18192294,Batsman
12307,R Thapliyal,5947220c,Fast bowler
12308,R Theruvath,eb6d1f4d,Batsman
12309,RT Latham,405bcb97,Batsman
12310,RT Lyons,7d32d965,Batsman
12311,RTM Mendis,1be67d37,Batsman
12312,RT Mohamed,e8b220e2,Batsman
12313,RT Nielsen,b4c38c22,Batsman
12314,R Tommy,6579788b,Batsman
12315,RT Ponting,7d415ea5,Batsman
12316,R Trenaman,877dd709,Batsman
12317,RT Robinson,b143c87d,Batsman
12318,RT Rubbi,17f68661,Batsman
12319,R Trumpelmann,ff6a7ab5,Bowler
12320,RT Simpson,0676c33a,Batsman
12321,RT Spooner,e24ca02b,Batsman
12322,RT Stanyforth,3c67a1db,Batsman
12323,R Tsutsui,d630701e,Batsman
12324,R Turay,c05e5d66,Batsman
12325,RT Widows,108a0d3c,Batsman
12326,R Tyson,5c9d5093,Fast bowler
12327,Ruba Rashid,221ba3f5,Batsman
12328,Rubel Hossain,f56cd097,Fast bowler
12329,Rubel Mia,318a546e,Fast bowler
12330,Rubya Haider,5d095ee8,Batsman
12331,Ruchitha Venkatesh,106135f5,Batsman
12332,Rudolph Fox,fd1041d2,Batsman
12333,Rudy Ismandy,84682045,Batsman
12334,R Ugarkar,8a58f203,Batsman
12335,Rumana Ahmed,a92763ea,Spin bowler
12336,Rumeysa Alp,2ffdf67d,Batsman
12337,Rumman Raees,1c790f4f,Bowler
12338,Ruud Kaulingfreks,03f59d24,Batsman
12339,Ruyel Miah,fa41edde,Batsman
12340,R van Schoor,57ac1d99,Batsman
12341,R van Tonder,0ba03cec,Batsman
12342,R Vasconcelos,efe3fcc5,Batsman
12343,RV Darji,f2f18e52,Batsman
12344,RV Divecha,f804c2c8,Batsman
12345,RV Gomez,b2570b38,Batsman
12346,R Vijay Bharadwaj,b9f1247e,All-rounder
12347,R Vinay Kumar,41eb4a4f,Bowler
12348,R Vincent,3431c12e,Batsman
12349,R Vipin,5b1b1915,Batsman
12350,R Vishwanath,02fa5417,Batsman
12351,RV Kalpana,ad59ce4e,Batsman
12352,RV Patel,60500956,Batsman
12353,RV Pawar,c9d33ef5,Batsman
12354,RV Scholes,2dc78362,Batsman
12355,RV Uthappa,1c17e270,Batsman
12356,RV Viraj,a744d530,Batsman
12357,R Walters,d32a4a41,Batsman
12358,RW Anderson,c5a64e45,Fast bowler
12359,RW Barber,ae78fb75,Batsman
12360,RW Blair,4309db0b,Batsman
12361,RW Chakabva,2f0d7e4a,Batsman
12362,R Webster,cdfb59b8,Batsman
12363,RWG Emery,976bc433,Batsman
12364,RW Hartley,23d4170c,Batsman
12365,R Wilson,81b0935a,Batsman
12366,R Withey,6047e007,Batsman
12367,RW Marsh,8188e525,Batsman
12368,RW McLeod,5df4a804,Batsman
12369,RW Morgan,a1af2adc,Batsman
12370,R Wood,ec87b7fa,Bowler
12371,RW Price,67af6f81,Batsman
12372,RW Sims,ecaad7d2,Batsman
12373,RW Staple,9de31202,Batsman
12374,RW Stratford,85489579,Batsman
12375,RW Taylor,542c11c6,Batsman
12376,RWT Key,bcb01d8c,Batsman
12377,RW Tolchard,0c0486b3,Batsman
12378,RWV Robins,c8cea1fe,Batsman
12379,Ryan Milne,d2343b26,Batsman
12380,Ryan Nelson,b51347e8,Fast bowler
12381,Ryan Willoughby,ae172431,Fast bowler
12382,Ryu Roni,44c80994,Batsman
12383,SA Abbott,1a2676c5,Fast bowler
12384,Saad Ali,4cbf2e06,Batsman
12385,Saad Baig,eb75d76c,Batsman
12386,Saad Bin Zafar,f28a60e0,Spin bowler
12387,Saad Janjua,3cd10113,Batsman
12388,Saad Khalid,f380525a,Batsman
12389,Saad Khan,28e0f645,Batsman
12390,Saad Masood,b2498b5d,Batsman
12391,Saad Nasim,3fbb43a9,Batsman
12392,Saahil Jain,a454fa21,Batsman
12393,SA Ahmad,8de618ab,Batsman
12394,SA Akenji,d1504c13,Batsman
12395,SA Ankola,7785176c,Fast bowler
12396,SA Asnodkar,ae091d39,Batsman
12397,Saba Ali Syeda,39503052,Batsman
12398,Sabahat Rasheed,789944c9,Batsman
12399,Sabah Nawab,a6a22a96,Batsman
12400,SA Banerjee,f3027472,Batsman
12401,Sabbir Hossain,047e80ca,Batsman
12402,Sabbir Rahman,7147f314,Batsman
12403,S Abdool,35cc7033,Batsman
12404,Saber Zakhil,036dcf9b,Batsman
12405,S Abid Ali,4ffcc6b8,Batsman
12406,Sabikun Nahar Jesmin,48ec1360,Batsman
12407,Sabin Chettri,d95b219a,Batsman
12408,Sabir Ali,2a04400b,Batsman
12409,Sabir Zahoor,9bc8a09c,Batsman
12410,Sabnam Rai,8eb52953,Batsman
12411,SA Brant,37fec7f9,Fast bowler
12412,Sabreen Zaki,d13e5a0d,Batsman
12413,SA Britton,de43472d,Batsman
12414,SA Bucknor,2ad22b51,All-rounder
12415,SACA King,77851c2d,Batsman
12416,SA Campbelle,a7cd72b2,Batsman
12417,Sachidanand Pandey,f8c7484e,Batsman
12418,Sachin Baby,dc9dd038,Batsman
12419,Sachin Ganpat Shinde,ddc2613d,Fast bowler
12420,Sachin Kumar,b76b2d25,Batsman
12421,Sachin Mandy,501fca0d,Batsman
12422,Sachin Solanki,13d0dec5,Batsman
12423,SA Chipolina,b02bdcfc,Batsman
12424,Sadaf Shamas,f19c8dc0,Batsman
12425,Sadamali Bhakshala,89df3901,Batsman
12426,Sadat Sidiqi,0c055ae6,Batsman
12427,SA Deitz,7f6f7237,Batsman
12428,Sadia Iqbal,53bb50f0,Spin bowler
12429,Sadia Yousuf,3cfbddce,Spin bowler
12430,Sadiq Mohammad,e8d92a65,Batsman
12431,SA Drepaul,b84e3254,Batsman
12432,SA Durani,28ea8463,Spin bowler
12433,SA Edwards,b59db04f,Batsman
12434,Saeed Ahmed,b3c4290d,Batsman
12435,Saeed Ahmed,63d6e16e,Batsman
12436,Saeed Ajmal,05d74535,Spin bowler
12437,Saeed Anwar,0aa14354,Batsman
12438,Saeed Sarkar,f021a841,Batsman
12439,Saeed Waqar Ali,1a353572,Batsman
12440,SA Engelbrecht,81a0e294,Spin bowler
12441,SA Fairley,e8c9b78f,Batsman
12442,Safdar Niazi,718f0304,Batsman
12443,Safir Hayat,5d939369,Spin bowler
12444,SA Fritz,d15e60c8,Batsman
12445,SA Gan,13a0bd60,Batsman
